City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,tianpeng,30.9866,103.9393,53.6,76,42,3.38,CN,1680117037
364,rantepao,-2.9701,119.8978,65.23,96,78,3.36,ID,1680117100
365,korla,41.7597,86.1469,56.17,17,84,5.03,CN,1680117100
366,marrakesh,31.6315,-8.0083,87.87,22,20,14.97,MA,1680117100
367,axim,4.8699,-2.2405,81.52,82,49,9.71,GH,1680117100
368,vila velha,-20.3297,-40.2925,84.15,70,20,9.22,BR,1680117100
369,rosario,-32.9468,-60.6393,80.51,74,40,13.8,AR,1680117101
370,de-kastri,51.4667,140.7833,28.0,96,100,8.81,RU,1680117101
371,puerto escondido,15.85,-97.0667,86.83,70,0,11.5,MX,1680117101
372,bam,29.106,58.357,68.49,31,5,5.95,IR,1680117101
373,iaciara,-14.0958,-46.6317,90.55,28,93,5.14,BR,1680117101
374,leningradskiy,69.3833,178.4167,11.86,88,100,7.74,RU,1680117101
375,vila,42.0304,-8.1588,52.7,84,91,9.64,PT,1680117102
376,alencon,48.4333,0.0833,54.55,69,100,7.63,FR,1680117102
377,vestmannaeyjar,63.4427,-20.2734,40.98,84,100,32.08,IS,1680117102
378,wairoa,-39.0333,177.3667,51.55,72,77,1.99,NZ,1680117102
379,vrangel,42.7297,133.0839,37.71,91,6,5.08,RU,1680117102
380,margate,51.3813,1.3862,55.87,70,100,4.0,GB,1680117102
381,iskateley,67.6803,53.1512,0.7,96,33,5.64,RU,1680117102
382,baikunthpur,23.25,82.55,76.06,32,17,6.33,IN,1680117103
383,domoni,-12.2569,44.5319,81.0,80,100,1.21,KM,1680117103
384,yurla,59.3259,54.3223,18.37,92,59,4.38,RU,1680117103
385,segamat,2.5148,102.8158,73.36,96,67,3.58,MY,1680117103
386,hayden,47.766,-116.7866,51.49,36,75,16.11,US,1680116826
387,banda aceh,5.5577,95.3222,78.8,79,64,5.17,ID,1680117104
388,buala,-8.145,159.5921,78.73,84,100,5.44,SB,1680117104
389,puerto rondon,6.2805,-71.1,91.71,37,48,9.44,CO,1680117104
390,saint-georges,12.0564,-61.7485,83.88,65,75,20.71,GD,1680117105
391,dudinka,69.4058,86.1778,-13.94,98,99,4.21,RU,1680117105
392,akdepe,42.0551,59.3788,57.29,36,3,5.82,TM,1680117105
393,bemidji,47.4736,-94.8803,25.92,38,0,14.97,US,1680117105
394,bereda,43.2686,-7.5406,60.58,80,42,10.0,ES,1680117105
395,mangrol,21.1167,70.1167,75.02,80,0,9.1,IN,1680117106
396,charagua,-19.8,-63.2167,89.17,44,32,13.65,BO,1680117106
397,lata,40.1629,-8.3327,57.38,72,1,3.8,PT,1680117106
398,marawi,7.9986,124.2928,67.95,95,100,1.12,PH,1680117107
399,murray bridge,-35.1167,139.2667,57.13,69,100,5.53,AU,1680117107
400,xining,36.6167,101.7667,44.44,49,100,1.43,CN,1680117107
401,duartina,-22.4144,-49.4039,81.81,68,50,4.34,BR,1680117107
402,chukhloma,58.7525,42.6825,34.56,86,100,11.48,RU,1680117108
403,le passage,44.2014,0.6028,71.74,49,0,11.5,FR,1680117108
404,black forest,39.0131,-104.7008,57.74,21,0,19.57,US,1680116877
405,pamyat parizhskoy kommuny,56.1048,44.4952,39.15,80,100,11.03,RU,1680117108
406,quatre cocos,-20.2078,57.7625,79.09,80,100,14.05,MU,1680117108
407,kaka,37.3482,59.6143,66.83,48,0,5.95,TM,1680117108
408,nandyal,15.4833,78.4833,83.37,61,69,5.06,IN,1680117109
409,brae,60.3964,-1.353,42.87,92,100,28.88,GB,1680117109
410,panukulan,14.9333,121.8144,77.49,81,100,8.75,PH,1680117109
411,nemuro,43.3236,145.575,34.81,91,0,4.43,JP,1680117109
412,aykhal,66.0,111.5,-1.21,99,100,5.88,RU,1680117110
413,kinablangan,7.6947,126.5503,77.18,86,100,5.39,PH,1680117110
414,detva,48.5608,19.4195,34.56,69,100,2.48,SK,1680117110
415,santa fe,-31.6333,-60.7,85.01,78,84,5.99,AR,1680117110
416,killybegs,54.6333,-8.45,53.31,86,100,12.75,IE,1680117111
417,kattivakkam,13.2167,80.3167,83.07,84,27,10.76,IN,1680117111
418,fort nelson,58.8053,-122.7002,32.95,76,100,5.01,CA,1680117111
419,shingu,33.7333,135.9833,47.52,64,100,5.7,JP,1680117111
420,haines junction,60.7522,-137.5108,23.97,87,100,0.49,CA,1680117111
421,bhadasar,28.2833,74.3167,78.33,37,100,9.91,IN,1680116826
422,robe,-37.1833,139.75,59.29,73,4,13.09,AU,1680117112
423,road town,18.4167,-64.6167,82.49,57,20,10.36,VG,1680117112
424,muscat,23.6139,58.5922,75.22,47,0,8.46,OM,1680117112
425,tarakan,3.3,117.6333,78.94,85,100,5.57,ID,1680117112
426,luau,-10.7073,22.2247,65.89,93,92,0.83,AO,1680117112
427,ocos,14.5094,-92.1933,91.58,66,0,11.97,GT,1680117113
428,talcahuano,-36.7167,-73.1167,64.08,52,0,14.97,CL,1680117113
429,mayor pablo lagerenza,-19.9309,-60.7718,97.45,34,18,14.83,PY,1680117113
430,dzhubga,44.3211,38.7039,38.12,89,100,7.0,RU,1680117113
431,sept-iles,50.2001,-66.3821,34.05,87,51,3.0,CA,1680117113
432,kenitra,34.261,-6.5802,72.36,73,5,6.58,MA,1680117113
433,progreso,21.2833,-89.6667,96.12,48,74,13.2,MX,1680117088
434,nacala,-14.5428,40.6728,73.71,93,76,6.06,MZ,1680117113
435,shahr-e kord,32.3256,50.8644,50.0,56,0,4.92,IR,1680117114
436,vila franca do campo,37.7167,-25.4333,61.21,83,99,13.6,PT,1680117114
437,gull lake,50.1001,-108.4847,29.07,68,14,4.99,CA,1680117114
438,monster,52.0258,4.175,58.01,84,100,8.05,NL,1680117115
439,maraba,-5.3686,-49.1178,78.98,94,40,3.44,BR,1680117115
440,ahipara,-35.1667,173.1667,50.41,75,100,5.35,NZ,1680117115
441,khao yoi,13.2403,99.8243,79.36,74,18,5.03,TH,1680116947
442,uruzgan,32.8333,66.0,47.48,80,17,1.32,AF,1680117115
443,caravelas,-17.7125,-39.2481,83.16,55,0,8.19,BR,1680117115
444,owando,-0.4819,15.8999,72.18,94,100,1.9,CG,1680117115
445,hassleholm,56.1591,13.7664,42.58,98,100,4.27,SE,1680117116
446,port lincoln,-34.7333,135.8667,59.76,79,53,6.29,AU,1680117116
447,ebolowa,2.9,11.15,69.15,97,100,1.61,CM,1680117116
448,chingirlau,51.095,54.0814,42.82,80,6,21.07,KZ,1680117116
449,waddan,29.1614,16.139,64.74,36,0,13.76,LY,1680117116
450,hobyo,5.3505,48.5268,82.18,73,21,9.28,SO,1680117116
451,mae hong son,19.3003,97.9685,71.51,44,20,1.25,TH,1680117117
452,rio grande,-32.035,-52.0986,93.31,53,29,9.13,BR,1680117117
453,buluang,13.3068,123.3425,74.23,94,100,3.0,PH,1680117117
454,marzuq,14.4,46.4667,75.85,63,79,3.62,YE,1680117117
455,portland,45.5234,-122.6762,56.05,81,75,4.61,US,1680117102
456,luwingu,-10.2621,29.9271,62.11,98,74,2.26,ZM,1680117117
457,sangueya,10.7,-14.3667,79.36,63,7,9.26,GN,1680117117
458,lashio,22.9333,97.75,61.47,53,1,0.96,MM,1680117118
459,arys,42.4252,68.795,59.52,67,44,4.97,KZ,1680117118
460,mokhsogollokh,61.4681,128.9203,10.4,95,100,4.16,RU,1680117118
461,kapit,2.0167,112.9333,73.4,100,100,1.52,MY,1680117118
462,nyurba,63.2842,118.3319,6.13,93,100,6.38,RU,1680117118
463,anage,-14.6122,-41.1356,92.89,27,2,5.84,BR,1680117118
464,apartado,7.883,-76.6259,82.9,78,58,7.61,CO,1680117118
465,pueblo bello,8.2041,-76.526,83.75,70,84,7.16,CO,1680117119
466,la romana,18.4273,-68.9728,89.96,62,20,17.27,DO,1680117119
467,ostrovnoy,68.0531,39.5131,26.06,89,100,23.49,RU,1680117119
468,bonavista,48.6499,-53.1147,30.52,94,100,15.61,CA,1680117119
469,kisangani,0.5167,25.2,72.21,90,83,2.48,CD,1680117120
470,jacmel,18.2342,-72.5347,87.64,54,13,7.99,HT,1680117120
471,port hawkesbury,45.6169,-61.3485,38.17,90,100,11.01,CA,1680117120
472,viedma,-40.8135,-62.9967,59.76,18,0,15.93,AR,1680117120
473,novovarshavka,54.1721,74.6946,25.68,85,76,15.86,RU,1680117120
474,bara,10.3744,10.7288,86.13,8,100,6.71,NG,1680116901
475,ranong,9.9658,98.6348,76.66,89,44,3.09,TH,1680117120
476,kutum,14.2,24.6667,76.93,14,50,10.69,SD,1680117121
477,mbandaka,0.0487,18.2603,73.44,95,100,3.71,CD,1680117121
478,kedrovyy,56.1667,91.8167,46.81,94,100,8.86,RU,1680117121
479,prince rupert,54.3161,-130.3201,44.96,70,31,3.18,CA,1680117073
480,fare,-16.7,-151.0167,82.06,75,61,10.16,PF,1680117122
481,kurgunta,17.2,77.35,86.34,23,13,2.62,IN,1680117122
482,bangui,4.3612,18.555,74.93,78,100,1.05,CF,1680117122
483,san francisco,37.7749,-122.4194,52.39,85,100,14.97,US,1680117045
484,lachute,45.6501,-74.3325,48.45,67,100,15.79,CA,1680117026
485,borovoy,55.4333,86.0833,40.28,87,0,6.71,RU,1680117115
486,acari,-15.4311,-74.6158,83.66,62,70,11.34,PE,1680117123
487,ballina,-28.8667,153.5667,68.77,86,86,7.7,AU,1680117123
488,kumeny,58.1089,49.9161,25.84,85,46,12.53,RU,1680117123
489,wasilla,61.5814,-149.4394,34.21,75,0,1.01,US,1680117124
490,mahibadhoo,3.7833,72.9667,81.84,76,7,5.99,MV,1680117124
491,pangnirtung,66.1451,-65.7125,10.85,95,100,4.5,CA,1680117124
492,kalabo,-14.97,22.6814,74.12,68,100,2.66,ZM,1680117124
493,bosaso,11.2842,49.1816,82.62,75,28,3.62,SO,1680117125
494,nishihara,26.1842,127.7558,67.66,82,75,17.27,JP,1680117125
495,lorengau,-2.0226,147.2712,79.86,80,90,4.52,PG,1680117125
496,inongo,-1.95,18.2667,75.81,90,93,7.29,CD,1680117125
497,mozarlandia,-14.7447,-50.5706,87.62,53,7,6.71,BR,1680117079
498,buta,2.7858,24.73,69.93,98,47,2.3,CD,1680117126
499,sidmouth,50.6909,-3.2397,54.5,96,75,11.5,GB,1680116699
500,seoul,37.5683,126.9778,40.44,35,0,0.83,KR,1680116957
501,prince george,53.9166,-122.753,37.29,46,100,1.01,CA,1680117126
502,pangody,65.85,74.4859,3.92,95,94,15.39,RU,1680117126
503,nioro,13.35,-15.75,92.17,19,1,14.54,GM,1680117126
504,metro,-5.1131,105.3067,74.23,96,83,3.31,ID,1680117127
505,cutro,39.0353,16.9819,47.61,53,17,6.71,IT,1680117127
506,makakilo city,21.3469,-158.0858,79.12,79,20,17.27,US,1680117127
507,surt,31.2089,16.5887,59.07,60,0,13.53,LY,1680117128
508,kashiwa,35.8544,139.9689,53.42,77,92,7.87,JP,1680117128
509,flinders,-34.5833,150.8552,60.26,79,18,3.0,AU,1680117128
510,jining,35.405,116.5814,50.45,80,100,6.98,CN,1680117128
511,lamu,-2.2717,40.902,82.62,77,7,10.33,KE,1680117128
512,petropavlovka,50.6114,105.3196,39.25,62,10,2.55,RU,1680117128
513,kayerkan,69.3497,87.7602,-19.66,100,100,2.04,RU,1680117129
514,necochea,-38.5473,-58.7368,61.9,45,3,18.52,AR,1680117130
515,luganville,-15.5333,167.1667,77.07,86,98,1.12,VU,1680117130
516,bay-khaak,51.1667,94.5,20.88,78,26,4.63,RU,1680117130
517,longonjo,-12.9067,15.2533,65.98,92,100,2.68,AO,1680116988
518,barabinsk,55.3571,78.357,25.7,76,100,16.06,RU,1680117130
519,dalnerechensk,45.9339,133.7225,44.01,56,100,18.7,RU,1680117080
520,areia branca,-4.9561,-37.1369,81.97,77,100,12.84,BR,1680117131
521,ngunguru,-35.6167,174.5,52.39,70,89,9.89,NZ,1680116889
522,maun,-19.9833,23.4167,73.4,62,75,3.6,BW,1680117131
523,javanrud,34.7961,46.5172,48.33,64,0,3.13,IR,1680117131
524,white center,47.5173,-122.3549,58.23,46,100,11.99,US,1680117131
525,guiglo,6.5456,-7.4966,80.67,71,100,1.03,CI,1680117132
526,komsomolskiy,40.4272,71.7189,61.52,48,100,6.91,UZ,1680117132
527,lyngseidet,69.5763,20.2189,24.8,78,100,8.01,NO,1680117132
528,san quintin,30.4833,-115.95,62.11,51,0,12.8,MX,1680117132
529,aripuana,-9.1667,-60.6333,81.0,89,100,1.1,BR,1680117132
530,myitkyina,25.3833,97.4,64.24,61,20,2.24,MM,1680117132
531,srednekolymsk,67.45,153.6833,-12.91,99,99,5.26,RU,1680117133
532,spassk-ryazanskiy,54.4072,40.3806,44.49,80,100,9.55,RU,1680117133
533,monrovia,6.3005,-10.7969,78.57,82,33,5.19,LR,1680117073
534,moba,33.2288,105.0179,42.82,92,98,4.79,CN,1680117133
535,westerland,54.9079,8.3033,45.01,100,100,9.22,DE,1680117134
536,hami,42.8,93.45,57.47,11,64,5.41,CN,1680117134
